Region,flow,type,area,material,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060
11,inflow,retail,commercial,aluminium,8.58E-01,8.58E-01,8.58E-01,8.58E-01,8.58E-01,8.59E-01,8.59E-01,8.59E-01,8.59E-01,8.59E-01,8.60E-01,8.60E-01,8.60E-01,8.60E-01,8.60E-01,8.61E-01,8.61E-01,8.61E-01,8.61E-01,8.61E-01,8.64E-01,8.64E-01,8.64E-01,8.64E-01,8.64E-01,8.65E-01,8.65E-01,8.65E-01,8.65E-01,8.65E-01,8.66E-01,8.66E-01,8.66E-01,8.66E-01,8.66E-01,8.68E-01,8.68E-01,8.68E-01,8.68E-01,8.68E-01,8.69E-01
12,inflow,retail,commercial,aluminium,8.58E-01,8.58E-01,8.58E-01,8.58E-01,8.58E-01,8.59E-01,8.59E-01,8.59E-01,8.59E-01,8.59E-01,8.60E-01,8.60E-01,8.60E-01,8.60E-01,8.60E-01,8.61E-01,8.61E-01,8.61E-01,8.61E-01,8.61E-01,8.64E-01,8.64E-01,8.64E-01,8.64E-01,8.64E-01,8.65E-01,8.65E-01,8.65E-01,8.65E-01,8.65E-01,8.66E-01,8.66E-01,8.66E-01,8.66E-01,8.66E-01,8.68E-01,8.68E-01,8.68E-01,8.68E-01,8.68E-01,8.69E-01
13,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
14,inflow,retail,commercial,aluminium,8.58E-01,8.58E-01,8.58E-01,8.58E-01,8.58E-01,8.59E-01,8.59E-01,8.59E-01,8.59E-01,8.59E-01,8.60E-01,8.60E-01,8.60E-01,8.60E-01,8.60E-01,8.61E-01,8.61E-01,8.61E-01,8.61E-01,8.61E-01,8.64E-01,8.64E-01,8.64E-01,8.64E-01,8.64E-01,8.65E-01,8.65E-01,8.65E-01,8.65E-01,8.65E-01,8.66E-01,8.66E-01,8.66E-01,8.66E-01,8.66E-01,8.68E-01,8.68E-01,8.68E-01,8.68E-01,8.68E-01,8.69E-01
15,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
16,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
17,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
18,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
19,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
20,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
21,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
22,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
23,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
24,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
25,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
26,inflow,retail,commercial,aluminium,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.12E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.13E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.14E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.15E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.18E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.19E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.20E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.22E-01,8.23E-01
1,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
2,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
3,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
4,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
5,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
6,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
7,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
8,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
9,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
10,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
11,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
12,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
13,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
14,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
15,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
16,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
17,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
18,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
19,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
20,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
21,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
22,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
23,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
24,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
25,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
26,inflow,retail,commercial,glass,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00,0.00E+00
1,inflow,hotels,commercial,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
2,inflow,hotels,commercial,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
3,inflow,hotels,commercial,steel,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.90E-01,5.91E-01
